Genes	D:\data\Ksyusha\dia_17.11.21\ost_d8_cont_Slot1-25_1_2486.d	D:\data\Ksyusha\dia_17.11.21\ost_d8_dif_Slot1-27_1_2500.d	D:\data\Ksyusha\dia_17.11.21\ost_d9_cont_Slot1-36_1_2498.d	D:\data\Ksyusha\dia_17.11.21\ost_d9_dif_Slot1-42_1_2497.d	D:\data\Ksyusha\dia_17.11.21\ost_d11_cont_Slot1-41_1_2482.d	D:\data\Ksyusha\dia_17.11.21\ost_d11_dif_Slot1-33_1_2484.d	D:\data\Ksyusha\dia_17.11.21\ost_d12_cont_Slot1-21_1_2488.d	D:\data\Ksyusha\dia_17.11.21\ost_d12_dif_Slot1-38_1_2478.d	D:\data\Ksyusha\dia_17.11.21\ost_d20_cont_Slot1-37_1_2491.d	D:\data\Ksyusha\dia_17.11.21\ost_d20_dif_Slot1-30_1_2495.d	D:\data\Ksyusha\dia_17.11.21\ost_d22_cont_Slot1-20_1_2493.d	D:\data\Ksyusha\dia_17.11.21\ost_d22_dif_Slot1-32_1_2480.d	D:\data\Ksyusha\dia_17.11.21\vic_213_cont_Slot1-29_1_2489.d	D:\data\Ksyusha\dia_17.11.21\vic_213_dif_Slot1-35_1_2494.d	D:\data\Ksyusha\dia_17.11.21\vic_426_cont_Slot1-19_1_2487.d	D:\data\Ksyusha\dia_17.11.21\vic_426_dif_Slot1-26_1_2492.d	D:\data\Ksyusha\dia_17.11.21\vic_431_cont_Slot1-24_1_2481.d	D:\data\Ksyusha\dia_17.11.21\vic_431_dif_Slot1-31_1_2483.d	D:\data\Ksyusha\dia_17.11.21\vic_432_cont_Slot1-22_1_2479.d	D:\data\Ksyusha\dia_17.11.21\vic_432_dif_Slot1-39_1_2496.d	D:\data\Ksyusha\dia_17.11.21\vic_482_cont_Slot1-40_1_2485.d	D:\data\Ksyusha\dia_17.11.21\vic_482_dif_Slot1-23_1_2499.d	D:\data\Ksyusha\dia_17.11.21\vic_494_cont_Slot1-34_1_2490.d	D:\data\Ksyusha\dia_17.11.21\vic_494_dif_Slot1-28_1_2477.d
COL21A1													998.887								1193.02			942.93
COL25A1						832.517					1904.94						3192.79							1733.73
COL2A1	6174.29	2591.58	11324.9	4307.5	10954.8	3087.48	1569.09	2158.99	17060.4	3159.81	3837.9	6574.66	15044.2		11476.2	4276.69	889.822	3156.98	5665.9	1494.27	17822.3		29177.1	1547.67
COL3A1	19462	33412.6	34254.7	16475.4	30891.9	18888.9	24900.1	7319.89	19252.2	34436.3	18487.1	9723.39	45158.6	1936.47	36953	27221.9	18607.9	14365.7	26756.5	6480.26	20053.6	6461.62	25536.9	14202.2
COL4A1	14865.1	14470.1	11338.7	8659.39	4203.91	4273.81	2316.53	2653.97	19264.9	12083.4	5951.42	3874.98	13000.5	3470.44	19421.5	18868.6	19909.9	12745.4	22563.6	15972.5	4075.83	8140.39	9280.39	15409.4
COL4A2	6220.3	8458.45	4992.82	3773.47	2314.53	3917.79	3176.36	4556.16	7318.28	6316.75	3517.12	3145.43	4671.71	3751.05	8768.92	7206.14	7868.58	7033.78	7888.49	6544.25	1126.55	3044.4	5047.64	5566.18
COL5A1	62894.6	31974.2	45434.5	10527.8	30747.1	12253.8	18568.6	4911.44	67553.6	23640	34277.8	12553.4	29800	7760.53	49036.2	12469.7	23323.2	9819.29	59386.9	9420.51	31162.6	32486.5	41746.1	43164.7
COL5A2	12748.2	8361.17	10466.4	5061.72	6059.36	3348.62	2927.09	2512.23	12992.7	13413.3	6953.44	4085.07	4328.98	713.135	9514.05	946.612	5667.42		9379.14	1078.57	6210.06	5196.44	9815.31	9921.14
COL6A1	100107	105073	121904	71081.3	93725	58125.7	108557	40957.1	105745	91739.7	104548	32544.4	112974	23961.8	96746	21411.7	88046.2	17930.1	104101	27142.9	69600	90847.8	94849	141372
COL6A2	53920.7	60253.1	52872.9	32625.5	55116.7	44606.5	56871.6	31321.9	43683	39923.1	46594	23664.9	43448.7	13353.4	35782.6	5741.98	31214.4	6663.91	40722.6	10757.7	29227.6	41753	38821.5	61295.5
COL6A3	94231.8	121333	83104.3	57992.7	119012	146472	109798	94117.3	64499.3	108527	127674	84714	83941.4	35936.4	43744.6	12657.7	30389.2	12452.8	35818.3	9373.3	54237.5	104665	48159.6	110670
COL7A1		3835.31		1438.54		1664.9		1356.37	3502.98	1411.56		1616.85												221.547
COL8A1	29618.1	269132	75201.8	293285	18800.3	175891	5947.44	47266.1	82308.8	327125	66384.2	145993	5139.29	20708.4	38270	96694	21725.1	48269.5	17576.9	41788	5092.71	20297.5	9245.3	23751.7
COL9A1					1287.03					193		597.048			1223.29	1502.39	950.672	856.676	1487.19	732.582				
COLEC12	1283.96				4220.4	673.102	2803.23	2497.45			1616.72		1807.36	2615.63	542.487	655.272		1971.02		736.994	2881.44	3429.82	1178.5	3959.26
COLGALT1	56547.7	68143.8	53825.1	48984.8	41754.6	47950.5	42709.7	43014.9	57190.1	63698.3	57859.2	61514	49163.4	47706.1	37855	41473.4	50637.8	34480.7	69068.6	42887.9	35868.4	60164.6	46345	46319.5
COLGALT2	8043.49	7672.08		6195.74		6519.33	5299.44	8352.18	8787.61	9576.67	6069.2	8685.97	126.433	6230.55	1618.3	10620.3	8250.38	8749.34	10407.1	7663.96	3667.79	9391.85	5703.99	8758.35
COMMD1	6096.3	5272.12	5592.45	5139.88	3061.94	5593.75	2046.27	4180.54	3855.53	5595.84	5640.54	5023.73	2076.21	5969.44	1947.18	4306.67	3287.71	3025.8	1807.01	4025.14	3540.15	5024.27	4247.69	3354.11
COMMD10	10412.3	11037.6	10803.4	7125.86	8690.36	10782	8742.09	9561.82	11811.3	8990.86	14353.2	9471.97	6688.62	10726.8	9851.81	8678.11	6360.85	11264.6	6459.73	10844.9	11248.4	7155.02	9059.84	8883.72
COMMD2	5744.14	2806.56	3964.63	3737.07	4552.37	4242.12	6183.42	4528.97	5815.02	5440.42	5488.28	4752.8	5234.26	5953.15	5914.8	6128.72	7039.39	5439.81	4293.81	5901.15	4818.1	4158.37	4950.78	4786.91
COMMD3	7503.07	8946	9610.88	7863.3	10657.1	8134.49	6879.85	7108.48	12367.1	12655.3	11865.6	8820.13	8566.56	9270.96	7097.73	9239.35	7511.11	10570.2	6933.77	10374.9	7742.86	8169.76	7831.01	9839.02
COMMD4	2744.08	3626.64	4944.75	2861.9	3541.35	3798.61	2495.12	2502.41	3622.44	4459.57	4077.44	2771.28	3442.54	4331.56	2990.81	4137.55	2401.46	3670.44	3730.91	3415.55	2854.45	2583.5	3138.48	2565.14
COMMD5	7144.07	5625.31	6405.25	4459.52	5284.32	6538.41	6166.05	6991.39	7783.98	6748.33	9216.8	8864.26	8043.45	7255.93	6512.7	5188.77	5080.15	6517.59	3623.12	5069.06	7274.98	7252.71	9212.78	8789
COMMD6	4972.75	4292.95	6175.59	5492.66	6858.95	6653.33	3808.78	3751.75	7146.76	5947.24	7246.49	6764.31	7929.61	5890.4	6705.73	4641.54	4715.99	4465.8	3675.41	5222.29	5343.45	5730.03	5853.74	5145.94
COMMD7	1060.38	777.03	1615.42	1180.1	1463.57	1666.44	1247.02	1073.75	1749.39	1085.42	1592.79	1558.51	1576.16	916.79	1541.96	1243.35	1176.85	1514.05	1201.7	1296.02	1153.15	1370.47	1559.35	1449.94
COMMD8	6714.8	5993.17	7458.9	6495.2	5844.58	8107.96	7494.54	4993.15	7796.69	7133.58	9913.4	5957.19	4067.98	2914.62	4791.64	4263.57	4873.39	5506.21	5718.94	5405.16	3367.46	4706.85	6524.71	4865.7
COMMD9	7123.65	5072.33	7843.56	4754.55	7713.46	6402.4	6617.78	6399.29	5766.04	6001.29	8154.06	5049.24	4718.29	8372.95	4601.24	6447.51	4192.33	7276.77	5766.07	6139.54	5597.78	4984.48	5824.92	6623.41
COMP	1683.61	5379.52	1717.3	3048.63	3524.64	2468.12	1500.77	1451.98	2215.33	3054.25	954.289	4428.28	284.572		3568.78	8426.67	5841	3302.88	2926.77	2042.96	801.658	705.039	811.733	429.865
COMP;THBS4	6011.23	12535.7	4406.89	14581.5	9052.42	5430.23	9544.19	3200.85	4636.38	2275.68	4028.79	9113.91	3583.68	7654.38	18834.8	18216.2	13941.7	31580.2	12702.4	16408.5	3762.38	4794.84		1471.39
COMT	51575.9	73884.4	63403.1	74605.7	37346.7	51353.2	46607.8	60984.3	58421.3	65658.4	49889.6	62437.2	30324.4	55912.7	38581.5	70363.2	49210.3	75205.3	59690.3	81442.4	38022.6	70343.8	38983.1	43829.1
COMTD1	1032.04	1564.59	1686.73	1181.94	991.378	1423.58	847.231	2723.51	743.899	1466.02	1578.93	1628.31	938.845	1155.15	370.033	963.961	904.814	883.152	1401.38	792.04	814.714	1281.94	702.787	1007.47
COPA	55436.4	67105.5	57580.9	57364.8	34711.1	57330.3	48960.7	49833.1	58495.4	69514.7	63301.2	62984.4	60477.4	50160.6	65064.8	45401.6	70545.7	50740.3	86901.1	55457	56056.9	56469.7	65631.4	72882.5
COPB1	53214.6	63922.1	52824.7	55461.1	41269.1	50963.5	44309.5	44644	54347.1	66872.9	57104.7	60955.5	42678.6	48728.6	45560.6	47263	58104.9	56356.6	73374.4	61093.1	37668.8	52154.6	50326.4	59102.3
COPB2	31990.1	32429.5	36414.1	28022.2	25984.6	34696.9	29164.7	25378.1	38433.9	42120.6	39272.9	38702.4	34245	32043.5	37623.2	30850.7	44045.8	33810.1	49726.3	36095.9	35340.5	37042.3	38322.8	46501.9
COPE	70428.5	85202.6	65597.7	73972.4	72093	70090.5	62993.5	65959.7	65126.1	74902.3	76148.5	81592.7	52484.9	64292.3	55509.1	53712.4	71631.6	65041.6	96362.5	71197.5	56876.8	59188.1	63904.7	67714
COPG1	41829.3	51157.5	44720.3	43248.7	36894.8	42296.7	36888	34570.3	47622.4	53524.3	50422.3	54016.5	35597	32872.1	39539.6	44068.2	53411.1	44163.8	59004.8	43559.8	37061.2	42324.9	45615.3	51128.2
COPG1;COPG2	21880	25968	19101.7	19111.7	20995	15846.5	20273.5	13319.2	27758	24666.5	28130.5	20387	19649.9	20202.8	34449.3	28644	27261.2	18306.2	22090.9	18352.8	26356.7	18962	17160.8	18742.9
COPG2	7892.63	7370.13	8852.17	6916.46	6254.9	6247.01	8875.08	6317.02	7843.48	7846.06	4337.17	3349.72	7892.28	6339.02	5047.4	5920.15	3822.33	3341.67	5647.87	7265.29	5527.43	6356.57	5863.58	8877.69
COPRS	530.632		633.287				288.551		371.892				1307.66	66.3719	517.261		565.779	2960.49	3220.09		715.753	1080.73	2627.84	480.834
COPS2	14312.6	16650.9	17593.3	17278.1	14139.6	16428.1	14221	16105.3	15145.1	14910	18034.2	15476.1	10647.4	9210.97	9262.23	6074.05	12030.7	11799.9	13603.4	16793.8	11717.6	16060.5	13988.8	15385.9
COPS3	11381.7	8628.14	11549.5	9886.46	10232.7	10061.1	11547.9	8551.71	11686.7	10556.3	9802.65	9153.86	8981.83	8756.86	9374.84	5397.31	9431.65	10629.9	10174.2	10836.2	10082.4	11853.5	12778	11637.2
COPS4	16570.2	16239.7	18598.9	16141	16712.4	17334.1	17680.1	17524.2	20326	17321.5	17382.8	17048.5	13849	17088	12488.7	9107.03	13441.2	15970.2	13893	15555.4	15164.5	19941.5	15600.7	15503.8
COPS5	30555	29282.9	29272.4	28098.8	23381.7	27574.9	24743	25157.4	27746.6	28372.4	26579.3	26373	16208	31522	14708.9	17806.8	16704.9	21436.8	23366.7	24390.6	21026.9	31774.9	23835.4	22880.2
COPS6	14508.8	14061.9	15461.7	13181.5	14169	15996.4	11367.2	12536.2	14206.6	14299	17207	15448.3	9980.19	12715	7564.42	7837.67	10081.8	11591.4	11184.9	13306.6	10715.1	19501.4	13534.7	13263.4
COPS7A	12327.4	8637.98	12250.6	8302.31	11543	12361.5	8766.42	8811.09	11383.6	9946.01	11045.6	11765.4	7492.41	8545.95	4700.8	5994.73	8283.2	8670.73	7476.23	8293.34	7394.91	11589.3	6423.49	8551.02
COPS7B	3037.05	3108.38	3512.57	3081.86	4170.51	3957.76	4031.61	3523.85	4103.26	3286.77	3536.67	3740.96	2108.92	1836.37	2126.23	2292.58	2305.95	2078.78	3861.51	2917.78	2191.97	2298.58	2215.85	2009.11
COPS8	12541.8	8108.87	12907.3	8450.61	18379.4	11338.9	11784.1	11406.7	15407	10653.3	15563.3	13232.7	15749.3	8250.49	14389.6	6310.12	12056.3	10376.5	9480.13	8342.78	17630.1	9322.61	17032.2	12689.9
COPZ1	48922.8	33344.6	56142	26158.8	55751.9	61663.7	47071.1	45751	79228	56648.3	80936.9	56571	45272.7	50897	55749.9	56054.1	68668.3	56711.9	78557.5	53106.7	64658.4	55199.8	75349.9	65405.4
COPZ2	12516.4	8526.02	18102.6	3101.97	12858.1	9600.62	10022.6	5914.21	20425.9	12338.8	15719.5	14449.2	12456.4	6439.58	12398.4	6723.48	14529.8	4805.76	13154.6	7208.7	14200.7	12633.2	9503.91	12475.6
COQ10B		584.304	555.586	613.405	580.52	503.297		264.165	566.856	1086.56	521.471	251.95	377.659	134.646	490.077	554.672	668.48	533.632	608.497	540.166	647.035		760.225	435.594
COQ3	692.518	546.815	967.424		1443.12	993.877	973.457	1130.14	1154.69	1329.66	1248.04	1361.58	731.159	1002.43	255.788	1420.23	829.492	795.015		808.925	843.01	846.91	812.327	635.495
COQ5	2280.13	2329.72	3423.51	1290.52	2143.25	1700.46	2991.13	3177.13	1532.75	2014.08	2836.74	2379.25	1046.4	2212.89	1172.74	1970.21	570.304	2155.61	904.456	1462.05	134.128	1435.89	1045.31	1206.91
COQ6	816.075	725.599	629.273	1362.51	531.64	1031.03	778.642	486.459	919.91	943.938	1237.65	1073.55	782.866	802.007	136.217	1359.33		534.218		659.818	401.004	917.082	392.051	523.919
COQ8B					698.606	302.04			220.715	161.768	371.473	270.275	471.726		289.694	243.236	219.187			48.792	396.755		327.142	532.392
COQ9	6184.18	5690.86	10263.9	7400.47	5489.82	8796.33	6113.75	8255.8	6169.07	5896.71	6632.83	6777.13	4194.89	12979.3	3570.18	6774.93	3526.94	7475.69	2742.76	8754.54	5073.89	10222.6	6188.75	3370.36
CORO1A	165.26		289.55		860.11		133.158	42.4749	267.467				980.948		334.359	649.211	948.217	527.535	759.451	1589.19	157.259	284.968	956.962	129.837
CORO1B	49935.5	37975.4	48599	32695.4	45733.5	54155.4	40635.2	48592.7	55621.3	54983.5	50698.2	59382.2	35844.5	43205.4	34782.8	42710.3	29345.4	43969.8	37699.3	43141.6	36266.4	43407.4	37928.9	47837.4
CORO1C	74204.7	57001.7	76648.4	59216.6	63037	82146.9	76826.6	65988.5	94184	71384.5	83839.7	83263.5	74472.4	66996.9	49088.2	55721.1	68041.8	55680.6	59948.4	67561	77762.5	78581.8	77984.3	73256.6
CORO1C;CORO6	22496.4	19447.7	24214	14140.1	9255.16	29697.2	10399.9	28038.2	31080.1	26724.9	26822.5	22745	19311.2	33253.9	8167.56	1537.59	5884.4	4105.5	6059.22	7464.69	19040.5	29539.9	28979.2	20574.4
CORO2B	4243.94	3839.74	3980.68	5242	1507.29	2764.62	2151.21	2316.65	2633.85	4159.71	3385.35	2132.97	1032.31	3337.43	709.761	1069.21	1458.47	2336.79	3333.9		1455.96		3242.02	2816.08
CORO6		2412.56	1582.42	1793.02	2151.47	688.727	4855.35	1973.27	1411.47	1921.19	2590.41	3833.14		743.083		6059.64	2113.39	588.904	221.164	2834.92		2469.44	1882.65	1983.09
CORO7	1743.44	2536.82	2605.43	2120.93	2594.57	2997.35	2463.97	3282.11	2215.31	2553.51	2607.06	3086.77	1343.86	2807.83	2463.72	3420.3	2215.82	3065.53	2053.51	2963.16	1499.96	2135.05	3030.16	2744.5
COTL1	39922.9	39900.2	47098.8	44968.7	43431.6	42088	27480.5	37771.3	42762.9	34322.4	46918.5	39022.2	28204.1	31569.8	28510.9	44587.3	39191.3	52997.5	58531.2	46479.4	27256.1	27644.8	28112.5	24809
COX11	589.01	758.28	869.598	831.129	1188.46	962.349	518.605	839.264	644.917	578.124	695.25	688.188	885.604	764.615	536.08	747.059	1040.29	1230.94	616.654	844.636	1031.97	786.29	573.445	625.86
COX15	339.983		249.322		410.774	273.621	123.598	326.552	297.593	322.245	143.053	266.38	133.421	277.831	332.979	458.606	421.709	321.7	274.841	501.784	272.262	222.209	208.443	139.878
COX17	2543.8	1778.38	5186.02	3130.54	3718.62	1249.79	1828.65	1920.82	4836.55	3652.84	2350.95	1828.96	987.789	3135.36	955.87	3730.21	3473.87	5117.53	3848.54	4418.5	3153.59	4079.27	2562.13	3749.43
COX19	1680.12	1524.34	855.179	1727.57	2480.28	1958.72	1800.97	1959.45	1068.92	1288.3	2177.83	2949.62	547.792	2715.49	500.907	1436.27	544.979	2994.05	1576.94	2879.31	975.969	1167.22	1064.76	1792.55
COX20	12477.3	15310.4	16047.1	14985.9	11033.1	14973.6	14459.3	14154	11283.2	11326.6	11234.6	14076	9053.94	15233.9	8862.37	9499.22	9880.12	11036.4	10734	10611	10388.9	10284.8	7917.49	7106.01
COX4I1	124271	98810.9	134177	127208	109465	122618	92420.9	121822	142394	121689	130431	128319	73515.7	130167	39455.3	59144.7	40279.5	46835	44827.4	49645.6	79389.7	133201	85864.9	92743.8
COX5A	56776.7	44045	62576.9	50858.2	48155.6	51946.8	46229.3	49065.5	56749.9	53786.7	52256	52649.2	33489.4	62354	16802.1	39401.8	21209.8	32317.6	19383.1	29609.5	33178.1	55026.7	41949.6	36715.4
COX5B	93133	87112.7	108228	81256.9	91091.7	94569.4	73024.8	86805.5	93875	94907.2	98835.4	95525.2	72888.3	120956	36232.1	57680.4	23224	35497.1	30777.7	46529.2	83465.1	97341.3	61971.6	61983.2
COX6A1	7959.88	1924.16	4850.67	3826.79	5698.07	6998.5	4743.54	8459.28	10997.7	8908.66	6717.42	7866.36	4058.61	11085.2	3871.13	3970.75	937.541	2794.05	2165.3	3348.73	3501.13	9036.08	6136.15	7845.61
COX6B1	126760	95673.2	126119	85744.5	116946	103776	96906.9	93121.9	100766	111027	129318	129404	76398	116678	30483.5	56420.1	26680.8	36381.7	21595.8	37938.7	86760.5	103717	78259.5	85631.9
COX6C	63552.9	47836	66499.6	54350.9	51442.4	51606.7	54399.7	60228	66311.9	53146.8	68763.2	62181.2	32647.1	52589.5	21903.2	15729.1	7945.76	10738.9	15577.7	11614.9	43101.1	55999.9	38239.8	46193.8
COX7A1	7189.79	12705.5	7802.14	11474.9	2906.84	4657.05	2413.02	9711.99	9090.3	14578.1	6137.29	13058.5	2543.68	15172.4	1488.64	6190.73	1157.51	1389.53	2826.9	4292.76	2258.07	7944.97	2849.64	6102.2
COX7A2	36849	14282.8	61621.4	12915.9	78457.6	38060.7	50800.9	40787.7	60370.8	38101	61864.2	42092	29193.2	47521.8	19573.3	30260.9	14911.8	13721.7	16478.3	14492	35821.6	48662.6	38266.5	30929.4
COX7A2L	10430.1	5255.38	9463.45	5239.83	7969.67	9604.72	7642.61	6330.94	9918.98	9742.5	7830.35	7725.1	5925.65	6773.84	2252.18	4628.06	3076.02	4739.47	3391.1	5746.62	5912.56	7174.82	4285.13	4679.13
COX7B	719.189	1293.17	744.058		1425.18	302.934			1547.33	1248.53	1277.41	753.429	978.8	742.979	1006.6	962.396	742.199	857.386	548.361	425.34	1822.72	687.843	424.069	983.235
COX7C	1148.28	905.289	853.65	1353.79	2397.61	1817.31	1227.31	2255.28	2797.26	1676.2	2835.97	1607.56	2610.77	1627	2866.93	1703.41	1583.83	603.448	2014.51	424.279	1289.72	1417.15	1612.6	852.777
CP					1889.56	1234.8	1782.4	1941.53				181.148	465.588	1067.22	3469.31	1831.82	3283.05	2846.76	1895.96	1454.35		865.982	525.322	3305.69
CPA4				344.568	3306.14		1931.78		1805.93		1696.69		2486.93		5254.48		1964.35		6897.29	232.166	2117.25	534.553	2436.99	
CPD	3920.74	3383.96	3612.65	2723.92	4431.63	4553.12	3639.44	2912.5	3867.81	1672.53	4697.03	3449.68	4204.71	2217.95	2544.69	10817.4	3127.06	668.141	3995.25	2031.37	4037.2	2897.54	3780.84	2850.64
CPEB2;CPEB4	1922.54	2918.68	2136.65	1570.4	1203.11	957.651	830.461	759.875	1998.99	2457.55	1416.19	1602.14	5469.29	3948.94	2987.73	2518.61	3382.85	1003.19	2734.29	3924.54	3062	1732.39	1237.98	2804.66
CPEB4	796.663	1301.1		2878.74	787.838	881.596	1191.72	1197.22	1659.89	1374.1		1623.28	1261.87	1940.57	990.181		1275.2	1030.64	2289.77	1100.76	1506.78	1147.51	463.983	1187.65
CPM		13194.4		12599.8	1478.27	26280.1	1161.11	30148.9	1301.33	28318.7		28831.7	1390.16	16364.1	2405.7	8520.69	2773.03	5799.24	1704.78	4789.56	1610.96	16510.9	2407.92	19503.8
CPN1		379.995	1444.05		3888.77		3672.79		1077.68	306.386		852.454	354.643		4170.53	13333.3	5503.28	7851.37	6504.04	5433.33	177.162		428.115	
CPNE1	38135.3	32058.2	35345	24716	96884.4	75866	55162.8	71605.1	41628.9	37043.9	73633.8	80303.7	66204.9	51280.5	63242.3	67362.7	39167.6	33199.4	74780.2	68029.1	67389.6	70511.5	65800.3	96167.8
CPNE2	2828.96	1681.11	2551.11	1183.54	2992.62	3114.36	3978.64	4537.05	2564.74	2337.25	3269.45	2808.77	996.376	1428.48	1670.2	7171.85	1254.29	5425.34	2113.46	2753.1	2232.92	2379.48	2119.65	2745.8
CPNE2;CPNE3;CPNE7	1017.69	2018.7	2105.38	1133.74	9574.28	1286.74	3334.17	1552.22	8380.76	7018.97	3329.31	1890.21	9915.14	2486.05	8135.65	1308.05	9617.99	2407.85	1976.81	1635	7906.77	2484.86	10137.1	1704.72
CPNE3	29954.2	28999.6	32644	28124	36084.8	41548.6	36046.8	34532.8	30614.1	33655.1	37443.5	34267.6	24046	29127	21414.4	7099.27	23531.7	8628.39	24008.8	13372.8	29567.3	38196.2	31767.6	35110.3
CPNE5;CPNE8;CPNE9			393.006		1308.32				1274.9				1537.74		1020.64		1416.5				1648.19		629.555	1142.77
CPNE7	5419.93	12635.8	5185.05	7197.3	3872.44	5807.84	6707.1	4156.49	18096	26464.6	6379.23	11524.1	2428.35	1362.78			1270.47	1655.83			2191.18	2678.21	6806.57	5544.51
CPNE8	2327.98	1335.88	1960.52	1240.4	2253.13	1913.71	2573.24	2450.52	1773.47	1550.92	2639.69	2137.15	990.902	1401.44	698.053		831.497		1480.61	428.864	1379.11	1919.06	1419.44	1461.73
CPOX	13773.8	15736.7	17782.5	23189.4	17329.7	25066.5	19681.2	25757.5	12248.3	12477.8	15302.8	18899.1	11732.6	20630.4	12093.7	31104.4	17872.1	47679.7	21348.9	38920.1	10735.8	20135.9	14973.6	20502.7
CPPED1	44758.2	94879.7	61153.5	99314.7	38043.7	71393.7	54134.6	112706	52813	109202	50764.4	72173.8	32198.8	93940.2	48674.6	122933	42824.9	119846	16080.5	37888	27263.4	70631.2	32122.8	62903.5
CPQ	3512.03	2947.26	5281.05	610.56	3796.24	3775.2	3887.39	3911.17	3963.61	4623.43	3890.14	3571.66	7177.61	8524.59	8164.73	7609.63	15823.2	3844.22	6931.19	5143.73	5212.09	9592.78	10745.1	10782.1
CPS1	2148.64	1776.85	1322.85	1735.82	1326.61	1407.3	1684.19	1577.05	1663.46	1794.25	1556.27	1845.2	1505.43	2469.25	938.038	1554.45	1970.16	1997.98	1408.09	1804.41	1250.43	1800.73	1523.17	2215.94
CPSF1	1471.38	1343.28	1492.08	963.109	1726.05	2359.2	2392.12	2445.23	1048.19	1213.39	2188.1	1933.34	1691.41	652.598	69.4283		756.467		185.939		1298.54	1380.42	1860.77	1889.89
CPSF2	2807.65	1819.42	2128.97	2500.85	4069.65	3544.43	3780.42	3083.99	2448.89	1804.93	2508.36	1932.4	2601.4	1467.62	1660.79	876.1	583.252		718.251		1888.09	2340.28	2809.44	2079.5
CPSF3	5729.2	5660.15	4253.23	6692.42	7248.18	7860.07	7918.19	7112.33	5350.39	5399.78	4334.88	7121.73	5485.28	6688.18	3210.8	2008.98	5191.15	9959.67	4627.92	2427.14	5547.44	6018.14	7393.15	5945.43
CPSF4		1302.34	977.378		1657.61	790.573	1319.21	1003	1267.36	608.253	1324.37	328.379	990.162								638.288	534.493	867.547	861.955
CPSF6	6967.47	6300.6	6212.12	3512.34	11554.9	8323.4	8768.04	7137.78	8485.17	5267.22	6850.75	6236.28	7200.65	4395.89	5058.93	1811.46	5815.66	1474.39	6607.44	3728.3	8099.53	7577.39	8322.72	8996.42
CPSF7	7778.15	5243.41	5565.1	5104.17	17166.5	7047.38	8806.94	5958.46	8788.75	7792.72	11083.6	5519.9	13900	5873.26	5567.16	5620.71	5120.32	2702.41	7650.28	8579.16	12327.6	10856.9	15533	11889.8
CPT1A	20686.9	21324	28934.3	23984.6	19164.5	17071.3	26973.4	17128.9	26287.1	25457.4	26840.3	18314.5	23492.1	32836.6	20229.7	40488.3	23622.4	51437.8	28724.4	55184	25335.8	27810.1	25091.7	27656.7
CPT1C	295.442	72.6641	405.289	170.937	187.787	595.992	675.504	294.333	153.524	277.991	710.892	371.506	348.847	793.301	340.262	928.656	442.346	1669.7	931.784	1042.49	198.178	926.113	488.858	749.578
CPT2	11425	10582.5	13349.2	11509	11179.7	9337.17	9125.64	12046.8	11858.3	11642.4	13240.5	14306.9	8971.71	14833.2	11258.5	19462	14928.5	25238.2	11815.2	27400	10841.2	12255.6	10355.3	13636.2
CPTP	1247.21	1069.07	1674.24	1193.74	1155.4	2019.55	1428.58	1591.01	1130.22	943.806	1475.4	1817.17	920.166	625.982	799.246		1347.74	330.085	1697.67	1032.93	392.441	886.842	778.099	969.724
CPXM2							742.672	524.195					3208.89	1881.83	959.623	1179.38	1327.06		540.284	833.096	1220.84	3988.86	2528.8	4181.79
CPZ											1341.44		1640.26								612.463		1004.34	899.531
CR2	467.673	488.819		326.08						415.365		287.53	248.758		114.041							340.88		
CRABP2	1788.55		1630.3		5086.85		921.267		1573.25	474.022	2183.39				1618.38		5706.3		863.86	417.348	559.688		934.217	
CRADD	22549.7	13478.1	21871.8	10219	13808.7	17993.1	25168.9	12686.4	14190	15782.5	16137.1	16480	14260.4	10857.7	7613.88	18243.7	7782.15	15541.1	16944.5	27316.8	11409.7	16416.3	11494.4	12235.7
CRAT	20986.4	22051.9	27865.1	18986.8	16059.6	23664	25209.2	29876	23323.8	23939.3	24873.1	29217.9	11741.3	21377.8	8346.6	13950.4	14120.8	24451.1	12262	21063.1	12910.5	22690.8	14040.4	16291.3
CRBN	3201.09	1855.62	2527.99	2101.91	2294.94	2262	1828.7	2151.25	2843.87	2061.72	2361.53	1883.56	1439.58	2655.14	3119.42	1291.51	2625.35	1709.51	1579.32	1833.14	2239.76	1483.27	2231.18	2614.61
CREB1	716.56	340.442	735.677		1386.13	1071.04		273.045	697.71	679.195	1668.44	264.032	648.075	359.99	588.261		343.284		391.347		1105.07	991.474	811.276	1353.03
CREB3L1	709.849	236.986	334.083	219.927	67.1692		518.217	221.516	467.355	243.711	239.535		130.618				89.987		80.5406		97.353	384.421	69.4406	87.5412
CREBBP	8806.29	7525.98	10309.2	5845.29	5909.49	11617.9	6565.68	12075.2	6076.59	9712.75	5153.87	9405.66	4354.2	5610.56	3559.85	1369.23	6533.95	2971.23	7812.21	3886.57	3162.02	7725.62	5962.09	3528.75
CREBZF	13284.2	16245.2	17014.7	4565.6	34708.7	23158.4	23612.6	18451.8	26033.2	31700.1	24684.9	21557.4	35445.7	38388.6	30823.5	40916.3	23344.6	28764.5	16754.3	24368.5	39318.3	28635.5	25464	27081.8
